C1, C2, C3, C4, C5, C6, L1, L2, L3, T1, g, r, e
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.5, 0.002451134, 0.4881194, 0.9180749424546518
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.6, 0.002305947, 0.5295911, 0.9013214191625057
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.7000000000000001, 0.001982553, 0.6603728, 0.8846779773066142
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.8, 0.001268189, 1.028325, 0.8679938912938564
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.9, 0.0001561148, 5.469965, 0.8512088985650627
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.1, 0.4917504, 0.1791904, -3.9032996964118976
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.2, 0.4897045, 0.2025104, -9.021507138637281
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.30000000000000004, 0.4868144, 0.2197355, -14.142691036924752
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.4, 0.4831635, 0.2296072, -19.26685631006127
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.5, 0.4779796, 0.2403925, -24.39396851252396
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.6, 0.4710956, 0.2581478, -29.523916952363845
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.7000000000000001, 0.4580357, 0.2995784, -34.65669360792888
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.8, 0.4295824, 0.3742807, -39.79228559987118
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.9, 0.23317, 0.6926457, -44.930990505388
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.1, 0.007926744, 1.158079, 0.984220177440879
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.2, 0.001666676, 1.290472, 0.9678151386367347
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.30000000000000004, 0.0006936816, 3.739476, 0.9514354475258943
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.4, 0.0004066769, 5.01294, 0.9350388970868395
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.5, 0.000213701, 6.694021, 0.918579820512037
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.6, 0.0001005677, 8.878232, 0.9021410584917046
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.7000000000000001, 4.303331e-05, 11.53362, 0.8855639936420134
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.8, 1.27902e-05, 22.72885, 0.8687359014201005
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.9, 7.77034e-07, 405.038, 0.8522059446983745
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.1, 0.5909108, 1.320131, 0.9102325097413662
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.2, 0.502218, 1.542521, 0.8780502982585372
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.30000000000000004, 0.4127997, 1.688772, 0.8536924794969527
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.4, 0.2824027, 2.142989, 0.82891704872394
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.5, 0.1243487, 3.848458, 0.8129436562395972
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.6, 0.02886457, 10.42253, 0.8180496039857638
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.7000000000000001, 0.01337555, 12.16947, 0.8329502470021236
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.8, 0.006736364, 10.66218, 0.8427970829786396
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 1e-06, 0.9, 0.002892076, 7.076754, 0.8455485310934487
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.1, 0.2060511, 0.07117176, 0.9917937860698417
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.2, 0.002266021, 1.402625, 0.9837059119653448
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.30000000000000004, 0.000836443, 2.55656, 0.9757160100344483
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.4, 0.002084127, 1.617027, 0.9676079202143401
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.5, 0.00371669, 0.509388, 0.9593883161376738
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.6, 0.008107552, 1.223715, 0.9513882185468118
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.7000000000000001, 0.0159772, 1.32933, 0.9425035107345937
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.8, 0.02173962, 1.073627, 0.9358158436668463
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 1e-06, 0.001, 0.9, 0.0161628, 0.789386, 0.9249725411060149
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.1, 0.817644, 0.6955305, 0.9570499106628677
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.2, 0.7877586, 0.7336137, 0.9357034874544211
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.30000000000000004, 0.7638572, 0.704167, 0.9180460514048101
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.4, 0.7335619, 0.6673467, 0.9007572698631833
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.5, 0.6964326, 0.6315826, 0.8845901251945487
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.6, 0.6507151, 0.6102022, 0.8694278290520685
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.7000000000000001, 0.5727245, 0.6344022, 0.8540142532690782
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.8, 0.4035422, 0.7622457, 0.840952667605554
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 1e-06, 0.9, 0.1275953, 1.229081, 0.8414586155450227
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.1, 0.2066489, 0.07154207, 0.9918892025012124
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.2, 0.00232899, 0.8297979, 0.9836702538926554
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.30000000000000004, 0.000822585, 1.09264, 0.9756809215766374
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.4, 0.002196675, 0.5910592, 0.9675829663247911
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.5, 0.00234637, 0.986197, 0.9593637161273285
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.6, 0.0008933725, 10.93438, 0.9512661648997713
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.7000000000000001, 0.0001217274, 144.3981, 0.9429072902603421
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.8, 0.000158528, 113.4669, 0.9349586609849434
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 0.001, 0.001, 0.001, 0.9, 0.000466933, 21.4218, 0.9263326957096418
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.1, 0.4770526, 0.3312048, -3.903423603245907
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.2, 0.4508306, 0.5951187, -9.021840346620998
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.30000000000000004, 0.4039984, 0.8916241, -14.143245971789522
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.4, 0.3157325, 1.375933, -19.26760214733034
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.5, 0.1922161, 2.206662, -24.394875830405173
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.6, 0.09247624, 3.306358, -29.524689207330518
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.7000000000000001, 0.04487128, 3.819053, -34.65708011913419
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.8, 0.01176475, 5.928649, -39.792466614965676
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.9, 0.003113833, 6.755956, -44.9307457784115
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.1, 0.0765795, 2.01029, 0.9803184689380969
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.2, 0.0830068, 1.61061, 0.9626613426111366
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.30000000000000004, 0.0417485, 1.33638, 0.948445025902067
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.4, 0.00332382, 1.58063, 0.933084080875717
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.5, 0.003016056, 0.2502681, 0.9169003000501631
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.6, 0.000531115, 1.577822, 0.9005320337816367
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.7000000000000001, 0.000244421, 1.922147, 0.8839002903172617
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.8, 0.0009460235, 4.83373, 0.8646496181898976
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.9, 0.0001774534, 7.578959, 0.8433768183116941
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.1, 0.5014171, 0.04223077, -3.90312194386716
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.2, 0.4933509, 0.104518, -9.021119505118163
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.30000000000000004, 0.4804543, 0.2513588, -14.142530261213064
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.4, 0.4707996, 0.2894446, -19.266703508381386
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.5, 0.4580035, 0.3129716, -24.39376193252554
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.6, 0.4381633, 0.3441717, -29.523709376180093
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.7000000000000001, 0.3995411, 0.406616, -34.65649772574458
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.8, 0.3242259, 0.5324661, -39.79213337358194
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 1e-06, 0.9, 0.1475364, 0.9215699, -44.930705142387154
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.1, 0.0439677, 2.2165, 0.982486904804379
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.2, 0.008719592, 0.9482815, 0.966917948681256
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.30000000000000004, 0.024589, 0.9863293, 0.9503720497808386
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.4, 0.01602333, 0.7250415, 0.9341238785369521
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.5, 0.00402635, 0.3428152, 0.9178017933106437
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.6, 0.0006033589, 1.389198, 0.9015719547972549
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.7000000000000001, 0.0002508536, 1.865514, 0.8852866524455625
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.8, 0.0001207707, 1.788072, 0.8687590542773551
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 0.001, 0.001, 0.9, 5.545119e-05, 27.50926, 0.8527717201451286
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.1, 0.9474263, 0.1133082, 0.9832739126320158
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.2, 0.8035319, 0.3929496, 0.9534885691594002
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.30000000000000004, 0.5641189, 0.9160675, 0.894433205298119
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.4, 0.3419013, 1.606321, 0.8384775250243414
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.5, 0.1632045, 2.801558, 0.8101555778731455
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.6, 0.03884281, 7.839919, 0.8112309826039819
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.7000000000000001, 0.01237734, 13.31404, 0.8319922250693742
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.8, 0.005888157, 12.54059, 0.8455573359452071
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 1e-06, 0.9, 0.002379694, 9.227863, 0.8472602864225
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.1, 0.4206889, 0.02644543, 0.9924060853719633
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.2, 0.2867036, 0.06491607, 0.9845817700600956
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.30000000000000004, 0.1318769, 0.1267939, 0.9763434406883702
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.4, 0.02272552, 0.3116095, 0.9677445593667116
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.5, 0.00076927, 3.25688, 0.9594169381061723
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.6, 0.002872263, 3.581723, 0.9512400030185482
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.7000000000000001, 0.0510731, 0.459187, 0.9415676790894012
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.8, 0.0982927, 0.294231, 0.9300511122376725
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 1e-06, 0.001, 0.9, 0.0343405, 1.26023, 0.9243332036958866
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.1, 0.9472914, 0.1838319, 0.9821026402591858
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.2, 0.8574467, 0.4636511, 0.9533882448164229
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.30000000000000004, 0.798366, 0.5787034, 0.9260779963715366
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.4, 0.7453885, 0.6188498, 0.9028653297046922
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.5, 0.6808751, 0.6419978, 0.8824397742895763
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.6, 0.5919575, 0.6795804, 0.864554045324868
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.7000000000000001, 0.4596597, 0.7676903, 0.8502141624165335
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.8, 0.2607045, 0.991294, 0.8438438839054783
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 1e-06, 0.9, 0.05028366, 1.783568, 0.8462215393519601
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.1, 0.4206317, 0.02438972, 0.9923506822258542
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.2, 0.287232, 0.06147435, 0.9844932952580917
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.30000000000000004, 0.1356677, 0.1277017, 0.976411116187639
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.4, 0.02709035, 0.2760781, 0.9677804219696106
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.5, 0.001403408, 1.342928, 0.9594120247341639
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.6, 0.01503363, 0.6249477, 0.9514235390892418
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.7000000000000001, 0.00706026, 3.40277, 0.9426895566302402
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.8, 0.0543105, 0.535198, 0.9320766720452456
1e-06, 1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 0.001, 0.001, 0.001, 0.9, 0.0479531, 0.28949, 0.921622218599843
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.1, 0.4429235, 0.8671157, -3.9038129816438
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.2, 0.412009, 1.134769, -9.022461400736564
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.30000000000000004, 0.3538969, 1.511598, -14.143998399343081
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.4, 0.2560892, 2.191087, -19.268354380777165
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.5, 0.147074, 3.241219, -24.395345735707995
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.6, 0.07108578, 4.455669, -29.52487624018675
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.7000000000000001, 0.03365072, 5.080233, -34.65719116411886
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.8, 0.01650744, 4.510557, -39.79241330122112
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 1e-06, 0.9, 0.006819959, 3.197547, -44.93064765895762
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.1, 0.0770549, 2.00967, 0.980347309969428
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.2, 0.0840367, 1.60992, 0.9626938940717832
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.30000000000000004, 0.0434205, 1.33442, 0.9483950922281194
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.4, 0.00540664, 1.33613, 0.933071267571246
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.5, 0.0002169645, 6.62749, 0.9168888544528483
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.6, 0.0001013521, 8.840403, 0.9007896548402516
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.7000000000000001, 4.153281e-05, 11.78054, 0.884616862040507
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.8, 0.0009850243, 2.605581, 0.86761361978769
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 1e-06, 0.001, 0.9, 0.0001498075, 5.680467, 0.8506060215199377
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.1, 0.4846515, 0.2750727, -3.9032774276709277
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.2, 0.4856202, 0.2504224, -9.021441580064623
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.30000000000000004, 0.4844245, 0.2412518, -14.142575224958128
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.4, 0.4815659, 0.2402828, -19.266646153865707
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.5, 0.4762156, 0.2497075, -24.39368586069833
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.6, 0.4674562, 0.2719545, -29.523567479392412
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.7000000000000001, 0.4505026, 0.3186801, -34.65631487040415
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.8, 0.4128704, 0.4097974, -39.791874132036234
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 1e-06, 0.9, 0.2793078, 0.6502769, -44.93028602021729
1e-06, 1e-06, 1e-06, 1e-06, 2e-05, 1e-06, 1e-06, 0.001, 0.001, 0.1, 0.0442033, 2.22098, 0.9824975242446845
